"","Protein","Gene","Description","Fold_Change","p_Value"
"2763","NONO_MOUSE|Q99K48","Nono","Non-POU domain-containing octamer-binding protein",-4.42,0.00152
"2764","NOP2_MOUSE|Q922K7","Nop2","Probable 28S rRNA (cytosine-C(5))-methyltransferase",-1.58,0.000107
"2765","NOP56_MOUSE|Q9D6Z1","Nop56","Nucleolar protein 56",-1.78,0.000754
"2766","NOS1_MOUSE|Q9Z0J4","Nos1","Nitric oxide synthase, brain",-6.82,0.00508
"2767","NOVA1_MOUSE|Q9JKN6","Nova1","RNA-binding protein Nova-1",-2.62,0.00107
"2768","NP1L1_MOUSE|P28656","Nap1l1","Nucleosome assembly protein 1-like 1",-2.72,0.00376
"2769","NP1L4_MOUSE|Q78ZA7","Nap1l4","Nucleosome assembly protein 1-like 4",-8.06,0.00195
"2770","NPL4_MOUSE|P60670","Nploc4","Nuclear protein localization protein 4 homolog",-1.59,0.00338
"2771","NPM_MOUSE|Q61937","Npm1","Nucleophosmin",-1.38,0.015
"2772","NPS3B_MOUSE|Q9CQE1","Nipsnap3b","Protein NipSnap homolog 3B",-1.04,0.766
"2773","NPTN_MOUSE|P97300","Nptn","Neuroplastin",-1.67,0.00934
"2774","NPTX1_MOUSE|Q62443","Nptx1","Neuronal pentraxin-1",-1.46,0.0127
"2775","NPTXR_MOUSE|Q99J85","Nptxr","Neuronal pentraxin receptor",-1.69,0.00184
"2776","NPY_MOUSE|P57774","Npy","Pro-neuropeptide Y",1.13,0.45
"2777","NQO1_MOUSE|Q64669","Nqo1","NAD(P)H dehydrogenase [quinone] 1",-1.49,0.0347
"2778","NR2C2_MOUSE|P49117","Nr2c2","Nuclear receptor subfamily 2 group C member 2",-3.04,0.000514
"2779","NRBF2_MOUSE|Q8VCQ3","Nrbf2","Nuclear receptor-binding factor 2",-15.4,0.00449
"2780","NRBP_MOUSE|Q99J45","Nrbp1","Nuclear receptor-binding protein",-1.56,0.0141
"2781","NRBP2_MOUSE|Q91V36","Nrbp2","Nuclear receptor-binding protein 2",-1.64,0.00493
"2782","NRCAM_MOUSE|Q810U4","Nrcam","Neuronal cell adhesion molecule",-1.43,0.00781
"2783","NRCAM_MOUSE|Q810U4-2","Nrcam","Neuronal cell adhesion molecule (isoform 2)",-1.33,0.107
"2784","NRDC_MOUSE|Q8BHG1","Nrd1","Nardilysin",-1.71,0.00165
"2785","NRIP2_MOUSE|Q9JHR9","Nrip2","Nuclear receptor-interacting protein 2",-7.69,0.000443
"2786","NRIP3_MOUSE|Q9JJR9","Nrip3","Nuclear receptor-interacting protein 3",-3.96,0.000869
"2787","NRSN1_MOUSE|P97799","Nrsn1","Neurensin-1",-1.83,0.0364
"2788","NRX1A_MOUSE|Q9CS84","Nrxn1","Neurexin-1",-1.23,0.807
"2789","NRX3A_MOUSE|Q6P9K9","Nrxn3","Neurexin-3",-1.48,0.0751
"2790","NSDHL_MOUSE|Q9R1J0","Nsdhl","Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",-1.41,0.0638
"2791","NSF_MOUSE|P46460","Nsf","Vesicle-fusing ATPase",-1.72,0.00472
"2792","NSF1C_MOUSE|Q9CZ44","Nsfl1c","NSFL1 cofactor p47",-10.2,0.00281
"2793","NSMA2_MOUSE|Q9JJY3","Smpd3","Sphingomyelin phosphodiesterase 3",-2.32,0.000128
"2794","NSMF_MOUSE|Q99NF2","Nsmf","NMDA receptor synaptonuclear signaling and neuronal migration factor",-3.95,0.00101
"2795","NSUN2_MOUSE|Q1HFZ0","Nsun2","tRNA (cytosine(34)-C(5))-methyltransferase",-2.24,0.00019
"2796","NT5D3_MOUSE|Q3UHB1","Nt5dc3","5'-nucleotidase domain-containing protein 3",-1.58,0.0054
"2797","NTF2_MOUSE|P61971","Nutf2","Nuclear transport factor 2",-1.01,0.996
"2798","NTNG1_MOUSE|Q8R4G0","Ntng1","Netrin-G1",-1.64,0.0013
"2799","NTRI_MOUSE|Q99PJ0","Ntm","Neurotrimin",-1.89,0.00275
"2800","NTRK2_MOUSE|P15209","Ntrk2","BDNF/NT-3 growth factors receptor",-1.72,0.00522
"2801","NTRK3_MOUSE|Q6VNS1","Ntrk3","NT-3 growth factor receptor",-2.43,0.0136
"2802","NU107_MOUSE|Q8BH74","Nup107","Nuclear pore complex protein Nup107",-1.89,0.00125
"2803","NU133_MOUSE|Q8R0G9","Nup133","Nuclear pore complex protein Nup133",-1.57,0.0061
"2804","NU155_MOUSE|Q99P88","Nup155","Nuclear pore complex protein Nup155",-1.32,0.0117
"2805","NU214_MOUSE|Q80U93","Nup214","Nuclear pore complex protein Nup214",-7.03,0.00412
"2806","NU3M_MOUSE|P03899","Mtnd3","NADH-ubiquinone oxidoreductase chain 3",1.02,0.855
"2807","NU4M_MOUSE|P03911","Mtnd4","NADH-ubiquinone oxidoreductase chain 4",-1.25,0.085
"2808","NUB1_MOUSE|P54729","Nub1","NEDD8 ultimate buster 1",-1.99,0.00366
"2809","NUBPL_MOUSE|Q9CWD8","Nubpl","Iron-sulfur protein NUBPL",-1.52,0.00446
"2810","NUCKS_MOUSE|Q80XU3","Nucks1","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1",-7.33,0.0116
"2811","NUCL_MOUSE|P09405","Ncl","Nucleolin",-10.1,0.00117
"2812","NUD10_MOUSE|P0C027","Nudt10","Diphosphoinositol polyphosphate phosphohydrolase 3-alpha",-1.69,0.00465
"2813","NUD12_MOUSE|Q9DCN1","Nudt12","Peroxisomal NADH pyrophosphatase NUDT12",-1.67,0.00053
"2814","NUD17_MOUSE|Q9CWD3","Nudt17","Nucleoside diphosphate-linked moiety X motif 17",-1.87,0.00187
"2815","NUD18_MOUSE|Q3U2V3","Nudt18","8-oxo-dGDP phosphatase NUDT18",-1.94,0.000644
"2816","NUDC_MOUSE|O35685","Nudc","Nuclear migration protein nudC",-5.75,0.000681
"2817","NUDC1_MOUSE|Q6PIP5","Nudcd1","NudC domain-containing protein 1",-1.21,0.028
"2818","NUDC2_MOUSE|Q9CQ48","Nudcd2","NudC domain-containing protein 2",-1.2,0.0265
"2819","NUDC3_MOUSE|Q8R1N4","Nudcd3","NudC domain-containing protein 3",-3.58,0.000301
"2820","NUDT3_MOUSE|Q9JI46","Nudt3","Diphosphoinositol polyphosphate phosphohydrolase 1",-1.63,0.153
"2821","NUDT5_MOUSE|Q9JKX6","Nudt5","ADP-sugar pyrophosphatase",-2.12,0.000933
"2822","NUDT9_MOUSE|Q8BVU5","Nudt9","ADP-ribose pyrophosphatase, mitochondrial",-2.1,0.00145
"2823","NUFP2_MOUSE|Q5F2E7","Nufip2","Nuclear fragile X mental retardation-interacting protein 2",-16.5,0.00194
"2824","NUMA1_MOUSE|E9Q7G0",NA,NA,-2.21,0.00237
"2825","NUMB_MOUSE|Q9QZS3","Numb","Protein numb homolog",-5.57,0.00177
"2826","NUMBL_MOUSE|O08919","Numbl","Numb-like protein",-11.1,0.0022
"2827","NUP50_MOUSE|Q9JIH2","Nup50","Nuclear pore complex protein Nup50",-16.6,0.00264
"2828","NUP62_MOUSE|Q63850","Nup62","Nuclear pore glycoprotein p62",-2.86,0.00087
"2829","NUP88_MOUSE|Q8CEC0","Nup88","Nuclear pore complex protein Nup88",-2.81,0.00257
"2830","NUP93_MOUSE|Q8BJ71","Nup93","Nuclear pore complex protein Nup93",-1.45,0.00473
"2831","NUP98_MOUSE|Q6PFD9","Nup98","Nuclear pore complex protein Nup98-Nup96",-2.93,0.00177
"2832","NWD2_MOUSE|Q6P5U7","Nwd2","NACHT and WD repeat domain-containing protein 2",-2.07,0.00201
"2833","NXF1_MOUSE|Q99JX7","Nxf1","Nuclear RNA export factor 1",-1.29,0.0453
"2834","NXN_MOUSE|P97346","Nxn","Nucleoredoxin",-1.39,0.00355
"2835","NXP20_MOUSE|Q9D281","Fam114a1","Protein Noxp20",-3.38,0.0018
"2836","NYAP1_MOUSE|Q6PFX7","Nyap1","Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1",-5.87,0.000533
"2837","NYAP2_MOUSE|Q8BM65","Nyap2","Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2",-21.6,0.000177
"2838","NYAP2_MOUSE|Q8BM65-4","Nyap2","Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2 (isoform 4)",-15.8,0.00207
"2839","OAT_MOUSE|P29758","Oat","Ornithine aminotransferase, mitochondrial",-1.33,0.0217
"2840","OCAD1_MOUSE|Q9CRD0","Ociad1","OCIA domain-containing protein 1",-2.12,0.00129
"2841","OCAD2_MOUSE|Q9D8W7","Ociad2","OCIA domain-containing protein 2",-1.55,0.000502
"2842","OCRL_MOUSE|Q6NVF0","Ocrl","Inositol polyphosphate 5-phosphatase OCRL-1",-2.76,0.0022
"2843","ODB2_MOUSE|P53395","Dbt","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",-1.49,0.0176
"2844","ODBA_MOUSE|P50136","Bckdha","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",-3.41,0.000641
"2845","ODO1_MOUSE|Q60597","Ogdh","2-oxoglutarate dehydrogenase, mitochondrial",-1.54,0.00314
"2846","ODO2_MOUSE|Q9D2G2","Dlst","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",-1.59,0.066
"2847","ODP2_MOUSE|Q8BMF4","Dlat","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",-1.45,0.0382
"2848","ODPA_MOUSE|P35486","Pdha1","Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",-1.45,0.0229
"2849","ODPB_MOUSE|Q9D051","Pdhb","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",-1.3,0.0332
"2850","ODPX_MOUSE|Q8BKZ9","Pdhx","Pyruvate dehydrogenase protein X component, mitochondrial",-1.3,0.0035
"2851","OGA_MOUSE|Q9EQQ9","Mgea5","Protein O-GlcNAcase",-1.81,0.0035
"2852","OGFR_MOUSE|Q99PG2","Ogfr","Opioid growth factor receptor",-2.12,0.00439
"2853","OGT1_MOUSE|Q8CGY8","Ogt","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",-1.67,0.00399
"2854","OLA1_MOUSE|Q9CZ30","Ola1","Obg-like ATPase 1",-1.59,0.0024
"2855","OPA1_MOUSE|P58281","Opa1","Dynamin-like 120 kDa protein, mitochondrial",-1.66,0.00501
"2856","OPA3_MOUSE|Q505D7","Opa3","Optic atrophy 3 protein homolog",-1.64,0.00224
"2857","OPALI_MOUSE|Q7M750","Opalin","Opalin",-1.9,0.000106
"2858","OPHN1_MOUSE|Q99J31","Ophn1","Oligophrenin-1",-2.11,0.00267
"2859","OPLA_MOUSE|Q8K010","Oplah","5-oxoprolinase",-1.42,0.00895
"2860","ORAI2_MOUSE|Q8BH10","Orai2","Protein orai-2",-1.65,0.0218
"2861","OSB10_MOUSE|S4R1M9",NA,NA,-1.84,0.00288
"2862","OSB11_MOUSE|Q8CI95","Osbpl11","Oxysterol-binding protein-related protein 11",-2.33,0.00245
"2863","OSBL1_MOUSE|Q91XL9","Osbpl1a","Oxysterol-binding protein-related protein 1",-1.75,0.00209
"2864","OSBL2_MOUSE|Q8BX94","Osbpl2","Oxysterol-binding protein-related protein 2",-2.09,0.000665
"2865","OSBL3_MOUSE|Q9DBS9","Osbpl3","Oxysterol-binding protein-related protein 3",-2.8,0.000517
"2866","OSBL6_MOUSE|Q8BXR9","Osbpl6","Oxysterol-binding protein-related protein 6",-2.88,0.000927
"2867","OSBL8_MOUSE|B9EJ86",NA,NA,-2.56,0.00139
"2868","OSBP1_MOUSE|Q3B7Z2","Osbp","Oxysterol-binding protein 1",-1.76,0.00101
"2869","OSBP2_MOUSE|Q5QNQ6","Osbp2","Oxysterol-binding protein 2",-2.25,0.000923
"2870","OSCP1_MOUSE|Q8BHW2","Oscp1","Protein OSCP1",-6.38,0.00138
"2871","OSGEP_MOUSE|Q8BWU5","Osgep","Probable tRNA N6-adenosine threonylcarbamoyltransferase",-1.6,0.0771
"2872","OST48_MOUSE|O54734","Ddost","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",-1.22,0.107
"2873","OSTC_MOUSE|Q78XF5","Ostc","Oligosaccharyltransferase complex subunit OSTC",-1.46,0.017
"2874","OTU6B_MOUSE|Q8K2H2","Otud6b","OTU domain-containing protein 6B",-2.48,0.00161
"2875","OTU7A_MOUSE|Q8R554","Otud7a","OTU domain-containing protein 7A",-2.26,0.00143
"2876","OTUB1_MOUSE|Q7TQI3","Otub1","Ubiquitin thioesterase OTUB1",-1.5,0.0329
"2877","OTUD4_MOUSE|B2RRE7","Otud4","OTU domain-containing protein 4",-3.33,0.00136
"2878","OX2G_MOUSE|O54901","Cd200","OX-2 membrane glycoprotein",-1.94,0.00618
"2879","OXA1L_MOUSE|Q8BGA9","Oxa1l","Mitochondrial inner membrane protein OXA1L",-1.52,0.00465
"2880","OXR1_MOUSE|Q4KMM3","Oxr1","Oxidation resistance protein 1",-7.78,0.00221
"2881","OXSM_MOUSE|Q9D404","Oxsm","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",-1.45,0.0131
"2882","OXSR1_MOUSE|Q6P9R2","Oxsr1","Serine/threonine-protein kinase OSR1",-1.82,0.0016
"2883","P2RX3_MOUSE|Q3UR32","P2rx3","P2X purinoceptor 3",-2.62,0.18
"2884","P2RX7_MOUSE|Q9Z1M0","P2rx7","P2X purinoceptor 7",-1.58,5.86e-05
"2885","P33MX_MOUSE|Q9DBN4","P33monox","Putative monooxygenase p33MONOX",-18.2,0.00268
"2886","P3C2A_MOUSE|Q61194","Pik3c2a","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha",-1.45,0.0432
"2887","P4HA1_MOUSE|Q60715","P4ha1","Prolyl 4-hydroxylase subunit alpha-1",-1.2,0.063
"2888","P5CR1_MOUSE|Q922W5","Pycr1","Pyrroline-5-carboxylate reductase 1, mitochondrial",-1.24,0.00298
"2889","P5CR2_MOUSE|Q922Q4","Pycr2","Pyrroline-5-carboxylate reductase 2",-1.33,0.00392
"2890","P5CR3_MOUSE|Q9DCC4","Pycrl","Pyrroline-5-carboxylate reductase 3",-1.45,0.0135
"2891","P5CS_MOUSE|Q9Z110","Aldh18a1","Delta-1-pyrroline-5-carboxylate synthase",-1.55,0.00227
"2892","P5I11_MOUSE|Q4QQM4","Trp53i11","Tumor protein p53-inducible protein 11",-1.66,0.00935
"2893","P66B_MOUSE|Q8VHR5","Gatad2b","Transcriptional repressor p66-beta",-5.96,0.00186
"2894","PA1B3_MOUSE|Q61205","Pafah1b3","Platelet-activating factor acetylhydrolase IB subunit gamma",-1.5,0.00118
"2895","PA2G4_MOUSE|P50580","Pa2g4","Proliferation-associated protein 2G4",-1.25,0.0555
"2896","PABP1_MOUSE|P29341","Pabpc1","Polyadenylate-binding protein 1",-1.68,0.00295
"2897","PABP2_MOUSE|Q8CCS6","Pabpn1","Polyadenylate-binding protein 2",-1.05,0.222
"2898","PACN1_MOUSE|Q61644","Pacsin1","Protein kinase C and casein kinase substrate in neurons protein 1",-2.24,0.000532
"2899","PACN2_MOUSE|Q9WVE8","Pacsin2","Protein kinase C and casein kinase substrate in neurons protein 2",-2.12,0.00144
"2900","PACR_MOUSE|P70205","Adcyap1r1","Pituitary adenylate cyclase-activating polypeptide type I receptor",-1.82,0.0086
"2901","PACS1_MOUSE|Q8K212","Pacs1","Phosphofurin acidic cluster sorting protein 1",-4.51,0.00228
"2902","PACS2_MOUSE|Q3V3Q7","Pacs2","Phosphofurin acidic cluster sorting protein 2",-2.85,0.000288
"2903","PADI2_MOUSE|Q08642","Padi2","Protein-arginine deiminase type-2",-1.36,0.0352
"2904","PAFA_MOUSE|Q60963","Pla2g7","Platelet-activating factor acetylhydrolase",-1.36,0.188
"2905","PAI1_MOUSE|P22777","Serpine1","Plasminogen activator inhibitor 1",-1.13,0.104
"2906","PAIP1_MOUSE|Q8VE62","Paip1","Polyadenylate-binding protein-interacting protein 1",-2.23,0.00753
"2907","PAIRB_MOUSE|Q9CY58","Serbp1","Plasminogen activator inhibitor 1 RNA-binding protein",-2.5,0.000709
"2908","PAK1_MOUSE|O88643","Pak1","Serine/threonine-protein kinase PAK 1",-3.72,0.000651
"2909","PAK2_MOUSE|Q8CIN4","Pak2","Serine/threonine-protein kinase PAK 2",-3.85,0.00158
"2910","PAK3_MOUSE|Q61036","Pak3","Serine/threonine-protein kinase PAK 3",-5.27,0.00141
"2911","PAK5_MOUSE|Q8C015",NA,NA,-3.8,0.000897
"2912","PAK6_MOUSE|Q3ULB5","Pak6","Serine/threonine-protein kinase PAK 6",-2.12,0.000298
"2913","PALM_MOUSE|Q9Z0P4","Palm","Paralemmin-1",-10.6,0.000183
"2914","PALM2_MOUSE|Q8BR92","Palm2","Paralemmin-2",-21.3,0.000282
"2915","PALMD_MOUSE|Q9JHU2","Palmd","Palmdelphin",-8.25,0.00248
"2916","PAN3_MOUSE|Q640Q5","Pan3","PAB-dependent poly(A)-specific ribonuclease subunit PAN3",-4.61,0.000683
"2917","PANK4_MOUSE|Q80YV4","Pank4","Pantothenate kinase 4",-1.73,0.00425
"2918","PANX2_MOUSE|Q6IMP4","Panx2","Pannexin-2",-7.23,0.00132
"2919","PAPS1_MOUSE|Q60967","Papss1","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1",-1.31,0.0316
"2920","PARD3_MOUSE|Q99NH2","Pard3","Partitioning defective 3 homolog",-3.75,0.00199
"2921","PARK7_MOUSE|Q99LX0","Park7","Protein deglycase DJ-1",-1.35,0.000891
"2922","PARL_MOUSE|Q5XJY4","Parl","Presenilins-associated rhomboid-like protein, mitochondrial",-1.54,0.0339
"2923","PARN_MOUSE|Q8VDG3","Parn","Poly(A)-specific ribonuclease PARN",-2.17,0.00262
"2924","PARP1_MOUSE|P11103","Parp1","Poly [ADP-ribose] polymerase 1",-1.36,0.000848
"2925","PARVA_MOUSE|Q9EPC1","Parva","Alpha-parvin",-1.29,0.0111
"2926","PC4L1_MOUSE|Q6W8Q3","Pcp4l1","Purkinje cell protein 4-like protein 1",-6.85,0.00056
"2927","PCBP1_MOUSE|P60335","Pcbp1","Poly(rC)-binding protein 1",-2.25,0.00222
"2928","PCBP2_MOUSE|Q61990","Pcbp2","Poly(rC)-binding protein 2",-1.67,0.00485
"2929","PCBP3_MOUSE|P57722","Pcbp3","Poly(rC)-binding protein 3",-2.26,0.00158
"2930","PCCA_MOUSE|Q91ZA3","Pcca","Propionyl-CoA carboxylase alpha chain, mitochondrial",1.17,0.113
"2931","PCCB_MOUSE|Q99MN9","Pccb","Propionyl-CoA carboxylase beta chain, mitochondrial",1.07,0.425
"2932","PCD19_MOUSE|Q80TF3","Pcdh19","Protocadherin-19",-5.04,0.000785
"2933","PCDA4_MOUSE|O88689","Pcdha4","Protocadherin alpha-4",-5.11,0.00955
"2934","PCDG4_MOUSE|Q91XY4","Pcdhga4","Protocadherin gamma-A4",-1.77,0.00485
"2935","PCDH8_MOUSE|Q7TSK3","Pcdh8","Protocadherin-8",-2.51,0.00151
"2936","PCKGM_MOUSE|Q8BH04","Pck2","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",-1.56,0.0106
"2937","PCLO_MOUSE|Q9QYX7","Pclo","Protein piccolo",-22.2,0.00078
"2938","PCM1_MOUSE|Q9R0L6","Pcm1","Pericentriolar material 1 protein",-5.28,0.000823
"2939","PCNA_MOUSE|P17918","Pcna","Proliferating cell nuclear antigen",1.1,0.0137
"2940","PCNP_MOUSE|Q6P8I4","Pcnp","PEST proteolytic signal-containing nuclear protein",-18.1,0.00414
"2941","PCP4_MOUSE|P63054","Pcp4","Purkinje cell protein 4",-2.24,0.00636
"2942","PCSK1_MOUSE|Q9QXV0","Pcsk1n","ProSAAS",-1.67,0.167
"2943","PCY2_MOUSE|Q922E4","Pcyt2","Ethanolamine-phosphate cytidylyltransferase",-1.91,0.00335
"2944","PCYOX_MOUSE|Q9CQF9","Pcyox1","Prenylcysteine oxidase",-1.32,0.118
"2945","PDC10_MOUSE|Q8VE70","Pdcd10","Programmed cell death protein 10",-1.5,0.0106
"2946","PDC6I_MOUSE|Q9WU78","Pdcd6ip","Programmed cell death 6-interacting protein",-1.81,0.00264
"2947","PDCD4_MOUSE|Q61823","Pdcd4","Programmed cell death protein 4",-1.85,0.000791
"2948","PDCD5_MOUSE|P56812","Pdcd5","Programmed cell death protein 5",-1.71,7.53e-05
"2949","PDCD6_MOUSE|P12815","Pdcd6","Programmed cell death protein 6",-1.29,0.232
"2950","PDE10_MOUSE|Q8CA95","Pde10a","cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",-1.82,0.00633
"2951","PDE12_MOUSE|Q3TIU4","Pde12","2',5'-phosphodiesterase 12",-1.65,0.00377
"2952","PDE1A_MOUSE|Q61481","Pde1a","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",-1.83,0.00147
"2953","PDE1B_MOUSE|Q01065","Pde1b","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",-1.58,0.00932
"2954","PDE1C_MOUSE|Q64338","Pde1c","Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C",-1.78,0.0201
"2955","PDE2A_MOUSE|Q922S4","Pde2a","cGMP-dependent 3',5'-cyclic phosphodiesterase",-1.64,0.0111
"2956","PDE4A_MOUSE|O89084","Pde4a","cAMP-specific 3',5'-cyclic phosphodiesterase 4A",-3.85,0.000178
"2957","PDE4D_MOUSE|Q01063","Pde4d","cAMP-specific 3',5'-cyclic phosphodiesterase 4D",-3.29,0.00123
"2958","PDE6D_MOUSE|O55057","Pde6d","Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",-1.53,0.0165
"2959","PDE8B_MOUSE|E9Q4S1","Pde8b","High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",-2.02,0.000249
"2960","PDIA1_MOUSE|P09103","P4hb","Protein disulfide-isomerase",-1.16,0.000898
"2961","PDIA3_MOUSE|P27773","Pdia3","Protein disulfide-isomerase A3",-1.33,0.0014
"2962","PDIA4_MOUSE|P08003","Pdia4","Protein disulfide-isomerase A4",-1.3,0.00932
"2963","PDIA6_MOUSE|Q922R8","Pdia6","Protein disulfide-isomerase A6",-1.13,0.0343
"2964","PDIP2_MOUSE|Q91VA6","Poldip2","Polymerase delta-interacting protein 2",-1.25,0.149
"2965","PDK1_MOUSE|Q8BFP9","Pdk1","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",-1.65,0.0153
"2966","PDK2_MOUSE|Q9JK42","Pdk2","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",-1.78,0.000649
"2967","PDK3_MOUSE|Q922H2","Pdk3","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",-1.6,0.00404
"2968","PDLI1_MOUSE|O70400","Pdlim1","PDZ and LIM domain protein 1",-1.43,0.00156
"2969","PDLI3_MOUSE|O70209","Pdlim3","PDZ and LIM domain protein 3",-6.83,0.00234
"2970","PDLI5_MOUSE|Q8CI51","Pdlim5","PDZ and LIM domain protein 5",-1.33,0.0042
"2971","PDP1_MOUSE|Q3UV70","Pdp1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",-1.47,0.00678
"2972","PDPK1_MOUSE|Q9Z2A0","Pdpk1","3-phosphoinositide-dependent protein kinase 1",-1.85,0.000695
"2973","PDPR_MOUSE|Q7TSQ8","Pdpr","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",-1.5,0.00879
"2974","PDS5A_MOUSE|Q6A026","Pds5a","Sister chromatid cohesion protein PDS5 homolog A",-1.39,0.00402
"2975","PDS5B_MOUSE|Q4VA53","Pds5b","Sister chromatid cohesion protein PDS5 homolog B",-2.05,0.0141
"2976","PDXD1_MOUSE|Q99K01","Pdxdc1","Pyridoxal-dependent decarboxylase domain-containing protein 1",-2.48,0.00181
"2977","PDXK_MOUSE|Q8K183","Pdxk","Pyridoxal kinase",-1.36,0.136
"2978","PDZD4_MOUSE|Q9QY39","Pdzd4","PDZ domain-containing protein 4",-10.2,0.000401
"2979","PEA15_MOUSE|Q62048","Pea15","Astrocytic phosphoprotein PEA-15",-3.52,0.00145
"2980","PEAK1_MOUSE|Q69Z38","Peak1","Pseudopodium-enriched atypical kinase 1",-11.6,0.00149
"2981","PEBB_MOUSE|Q08024","Cbfb","Core-binding factor subunit beta",-1.06,0.367
"2982","PEBP1_MOUSE|P70296","Pebp1","Phosphatidylethanolamine-binding protein 1",-2.78,0.00197
"2983","PEDF_MOUSE|P97298","Serpinf1","Pigment epithelium-derived factor",1.01,0.861
"2984","PEF1_MOUSE|Q8BFY6","Pef1","Peflin",-1.1,0.489
"2985","PELI1_MOUSE|Q8C669","Peli1","E3 ubiquitin-protein ligase pellino homolog 1",-2.83,0.00206
"2986","PELO_MOUSE|Q80X73","Pelo","Protein pelota homolog",-1.41,0.0168
"2987","PENK_MOUSE|P22005","Penk","Proenkephalin-A",1.23,0.111
"2988","PEPD_MOUSE|Q11136","Pepd","Xaa-Pro dipeptidase",-1.41,0.165
"2989","PEPL1_MOUSE|Q6NSR8","Npepl1","Probable aminopeptidase NPEPL1",-1.48,0.00675
"2990","PER1_MOUSE|O35973","Per1","Period circadian protein homolog 1",-9.18,0.00201
"2991","PERI_MOUSE|P15331","Prph","Peripherin",1.12,0.000587
"2992","PEX1_MOUSE|Q5BL07","Pex1","Peroxisome biogenesis factor 1",-3.36,0.000764
"2993","PEX19_MOUSE|Q8VCI5","Pex19","Peroxisomal biogenesis factor 19",-7.99,0.00437
"2994","PEX5_MOUSE|O09012","Pex5","Peroxisomal targeting signal 1 receptor",-13.9,0.00116
"2995","PEX5R_MOUSE|Q8C437","Pex5l","PEX5-related protein",-13.1,0.0034
"2996","PEX5R_MOUSE|Q8C437-3","Pex5l","PEX5-related protein (isoform 3)",-2.13,0.00521
"2997","PFD1_MOUSE|Q9CWM4","Pfdn1","Prefoldin subunit 1",-1.47,0.000611
"2998","PFD2_MOUSE|O70591","Pfdn2","Prefoldin subunit 2",-5.08,0.0026
"2999","PFD3_MOUSE|P61759","Vbp1","Prefoldin subunit 3",-1.67,0.00259
"3000","PFD5_MOUSE|Q9WU28","Pfdn5","Prefoldin subunit 5",-1.12,0.134
"3001","PFD6_MOUSE|Q03958","Pfdn6","Prefoldin subunit 6",-2.66,0.00402
"3002","PFKAL_MOUSE|P12382","Pfkl","ATP-dependent 6-phosphofructokinase, liver type",-1.68,0.00349
"3003","PFKAM_MOUSE|P47857","Pfkm","ATP-dependent 6-phosphofructokinase, muscle type",-1.61,0.00523
"3004","PFKAP_MOUSE|Q9WUA3","Pfkp","ATP-dependent 6-phosphofructokinase, platelet type",-1.81,0.00216
"3005","PGAM1_MOUSE|Q9DBJ1","Pgam1","Phosphoglycerate mutase 1",-1.66,0.00198
"3006","PGAM2_MOUSE|O70250","Pgam2","Phosphoglycerate mutase 2",-1.77,0.00198
"3007","PGAM5_MOUSE|Q8BX10","Pgam5","Serine/threonine-protein phosphatase PGAM5, mitochondrial",-1.64,0.00835
"3008","PGAP1_MOUSE|Q3UUQ7","Pgap1","GPI inositol-deacylase",-1.73,0.0592
"3009","PGBM_MOUSE|Q05793","Hspg2","Basement membrane-specific heparan sulfate proteoglycan core protein",1.58,0.0123
"3010","PGCA_MOUSE|Q61282","Acan","Aggrecan core protein",1.1,0.375
